slab,tile,gz,gy,gx,lz,ly,lx,orig_id,assigned_A,assigned_B,thickness_ratio,confidence,tier,mega_size_frac,mega_size_vox,scorable,mass_context
z3808,tile_y1344_x1344,3922,1786,1492,114,442,148,2628,2664,3106,2.0,0.423,2,0.3414,3160285,1,0.9608312250210831
z3808,tile_y1344_x1344,3934,1655,1434,126,311,90,2727,3106,2689,3.22,0.606,2,0.3414,3160285,1,0.941748381321175
z3808,tile_y1344_x1344,3948,1554,1675,140,210,331,2862,2756,1105,2.33,0.585,2,0.1834,1802048,1,0.858074741767839
z3808,tile_y1344_x1344,3951,1658,1425,143,314,81,3088,2909,3002,1.89,0.632,2,0.3414,3160285,1,0.9553155703238775
z3808,tile_y1344_x1344,3965,1800,1624,157,456,280,2992,2942,3270,2.44,0.356,2,0.1834,1802048,1,0.9060634587817454
z3808,tile_y1344_x1344,3966,1808,1443,158,464,99,2931,3047,2951,1.78,0.739,2,0.3414,3160285,1,1.0689912117293827
z3808,tile_y1344_x1344,3977,1730,1763,169,386,419,3076,3234,2947,2.89,0.355,2,0.0416,375347,1,0.911828219859023
z3808,tile_y1344_x1344,3984,1628,1670,176,284,326,3129,2927,3142,2.33,0.48,2,0.0416,375347,1,0.876707778835721
z3808,tile_y1344_x1344,3988,1784,1472,180,440,128,3337,3114,3190,3.67,0.522,1,0.1957,1997215,1,1.0176030511955405
z3808,tile_y1344_x1344,3997,1680,1455,189,336,111,3160,3411,3245,2.89,0.635,2,0.1957,1997215,1,1.128396208490785
z3808,tile_y1344_x1344,4021,1727,1436,213,383,92,3411,3482,3202,1.89,0.21,2,0.1957,1997215,1,0.9101138157739709
z3808,tile_y1344_x2240,3917,1517,2672,109,173,432,211,276,380,5.0,0.193,1,0.1255,48071,1,0.9872767582214559
z3808,tile_y1344_x896,3951,1502,1241,143,158,345,3020,2229,2160,2.69,0.398,1,0.2791,996201,1,1.215383228946064
z3808,tile_y1792_x1344,3848,1899,1569,40,107,225,1839,1813,1799,2.38,0.331,2,0.0328,322615,1,1.0206690757774857
z3808,tile_y1792_x1344,3850,2097,1727,42,305,383,1821,1857,276,2.25,0.365,2,0.049,421979,1,0.6788390054120683
z3808,tile_y1792_x1344,3906,1856,1602,98,64,258,2181,2145,579,2.25,0.401,2,0.0328,322615,1,0.8790580529007297
z3808,tile_y1792_x1344,3914,2171,1804,106,379,460,2259,2283,2381,3.12,0.389,2,0.1464,1260361,1,0.9169178484008658
z3808,tile_y1792_x1344,3925,2133,1397,117,341,53,2300,748,2329,2.0,0.366,2,0.0398,375727,1,0.7689569133398247
z3808,tile_y1792_x1344,3947,1893,1620,139,101,276,2370,933,2417,2.12,0.304,2,0.0328,322615,1,0.8286320738167913
z3808,tile_y1792_x1344,3956,1958,1476,148,166,132,2809,2468,2479,2.38,0.143,2,0.3414,3160285,1,1.0000099696921358
z3808,tile_y1792_x1344,4007,1881,1441,199,89,97,2747,2829,1149,1.75,0.29,2,0.4415,4506638,1,0.9696149093904448
z3808,tile_y1792_x1792,3847,2135,1874,39,343,82,2028,1625,1736,2.89,0.471,2,0.049,421979,1,1.019412915851272
z3808,tile_y1792_x1792,3927,2101,2162,119,309,370,2295,2241,2315,3.22,0.14,2,0.5674,5488221,1,1.0312338401075603
z3808,tile_y1792_x1792,3931,2066,2174,123,274,382,2182,733,2295,2.0,0.573,2,0.5674,5488221,1,0.8932101891195703
z3808,tile_y1792_x1792,3943,2261,2096,135,469,304,2324,803,2373,2.11,0.252,2,0.5674,5488221,1,0.9080099512233344
z3808,tile_y1792_x1792,4000,2017,2197,192,225,405,766,1009,1057,4.0,0.347,2,0.055,479733,1,0.8405063066579148
z3808,tile_y1792_x1792,4017,2208,2260,209,416,468,2705,1112,2876,2.56,0.286,2,0.4911,5090327,1,0.9866372793287762
z3808,tile_y1792_x1792,4022,2208,2105,214,416,313,2901,2912,2861,3.0,0.322,2,0.4911,5090327,1,1.0222901241822384
z3808,tile_y1792_x2240,3846,2088,2677,38,296,437,244,51,127,3.0,0.449,2,0.0356,271743,1,0.8762056162512804
z3808,tile_y1792_x2240,3867,2006,2491,59,214,251,1541,1372,1427,2.14,0.439,2,0.1603,1462585,1,0.9446439069454943
z3808,tile_y1792_x2240,3877,2094,2504,69,302,264,1622,1449,1562,7.0,0.416,1,0.5674,5488221,1,1.068773860318886
z3808,tile_y1792_x2240,3880,2077,2468,72,285,228,1443,1459,1673,2.14,0.213,2,0.5674,5488221,1,1.0818886861313868
z3808,tile_y1792_x2240,3883,2270,2320,75,478,80,1499,1465,1723,2.14,0.522,2,0.5674,5488221,1,0.9469076005961252
z3808,tile_y1792_x2240,3938,2138,2479,130,346,239,2121,2167,2124,2.14,0.333,2,0.5674,5488221,1,0.8821327517095024
z3808,tile_y1792_x2240,3940,1984,2292,132,192,52,2032,796,1913,2.0,0.213,2,0.1603,1462585,1,0.9015875151352079
z3808,tile_y1792_x2240,3948,2251,2275,140,459,35,2040,762,733,3.71,0.3,2,0.5674,5488221,1,0.9458658529429024
z3808,tile_y1792_x2240,3953,2135,2378,145,343,138,2214,2362,2136,4.86,0.474,2,0.5674,5488221,1,0.9107647296206618
z3808,tile_y1792_x2240,3962,2182,2311,154,390,71,2247,2280,2370,3.57,0.504,2,0.5674,5488221,1,1.067430330654512
z3808,tile_y1792_x2240,4005,1926,2384,197,134,144,1021,1006,988,2.86,0.579,2,0.0447,390208,1,0.7455614954139922
z3808,tile_y1792_x448,3937,2150,850,129,358,402,1142,1094,415,4.67,0.32,1,0.2541,1173423,1,0.9455010336198455
z3808,tile_y2240_x1792,4028,2430,2263,220,190,471,2546,2559,2409,4.83,0.413,1,0.4911,5090327,1,0.8929148565552267
z3808,tile_y2240_x448,4030,2283,905,222,43,457,195,214,127,3.71,0.184,1,0.3212,1301787,1,0.7594565192756613
z3808,tile_y896_x1792,3994,1321,1855,186,425,63,447,459,465,5.2,0.269,1,0.0595,352115,1,0.9337519479328994
z3808,tile_y896_x896,3844,1364,1257,36,468,361,205,186,167,3.71,0.525,1,0.2791,996201,1,1.2871999476747988
z3808,tile_y896_x896,3960,1368,1246,152,472,350,267,266,276,3.71,0.415,1,0.2791,996201,1,1.1430110270147689
z4032,tile_y1344_x448,4125,1769,900,93,425,452,376,197,220,2.89,0.334,2,0.2302,731510,1,1.0067741935483872
z4032,tile_y1344_x448,4153,1653,880,121,309,432,376,85,88,2.11,0.132,2,0.2302,731510,1,0.8795857554589419
z4032,tile_y1344_x448,4195,1804,922,163,460,474,376,105,301,5.0,0.232,1,0.2302,731510,1,1.02831421106441
z4032,tile_y1344_x448,4216,1614,902,184,270,454,376,322,305,3.11,0.438,2,0.2302,731510,1,1.066398465992405
z4032,tile_y1344_x896,4069,1752,1267,37,408,371,1276,1190,1352,3.25,0.416,2,0.4415,4506638,1,0.9442896935933147
z4032,tile_y1344_x896,4072,1738,1251,40,394,355,1276,1255,1352,2.12,0.299,2,0.4415,4506638,1,1.0052445703893247
z4032,tile_y1344_x896,4081,1710,1328,49,366,432,60,70,324,2.75,0.212,2,0.4415,4506638,1,0.8812728673213942
z4032,tile_y1344_x896,4082,1745,981,50,401,85,1375,1346,1466,1.75,0.548,2,0.07,174312,1,0.9820090504369492
z4032,tile_y1344_x896,4087,1441,1196,55,97,300,1993,1196,1252,3.88,0.624,1,0.2572,874585,1,1.0365749248245908
z4032,tile_y1344_x896,4088,1631,1253,56,287,357,1483,1452,1343,1.75,0.553,2,0.1957,1997215,1,0.8602162069409292
z4032,tile_y1344_x896,4088,1774,1001,56,430,105,1405,1329,1346,1.88,0.25,2,0.07,174312,1,0.9702399220118065
z4032,tile_y1344_x896,4096,1785,1257,64,441,361,1278,1529,1469,2.38,0.602,2,0.3232,2961210,1,0.9865478718493214
z4032,tile_y1344_x896,4105,1759,1031,73,415,135,1405,1722,1534,1.75,0.504,2,0.3232,2961210,1,1.0525442580405968
z4032,tile_y1344_x896,4117,1814,1084,85,470,188,1679,1660,1734,3.25,0.474,2,0.3232,2961210,1,1.0302622931230208
z4032,tile_y1344_x896,4127,1387,1323,95,43,427,171,631,468,2.12,0.667,2,0.0311,106976,1,0.7259387180179833
z4032,tile_y1344_x896,4149,1406,1198,117,62,302,2297,1993,2004,3.5,0.419,2,0.1374,472892,1,1.01519882357681
z4032,tile_y1344_x896,4155,1748,1108,123,404,212,1936,570,1980,2.62,0.565,2,0.3232,2961210,1,0.8653295424109442
z4032,tile_y1344_x896,4162,1471,1243,130,127,347,9,682,683,2.75,0.178,2,0.1374,472892,1,0.700516317200063
z4032,tile_y1344_x896,4176,1488,1241,144,144,345,2066,807,634,1.88,0.45,2,0.1374,472892,1,0.7852318112381057
z4032,tile_y1344_x896,4184,1737,1042,152,393,146,1899,839,2062,2.25,0.151,2,0.3232,2961210,1,0.7459455924666493
z4032,tile_y1344_x896,4188,1770,1233,156,426,337,2142,2257,2119,2.38,0.355,2,0.3232,2961210,1,0.9647926657807053
z4032,tile_y1344_x896,4199,1584,978,167,240,82,2104,2229,2352,2.0,0.505,2,0.037,117585,1,0.9744094923959002
z4032,tile_y1344_x896,4202,1753,1236,170,409,340,2257,2142,2231,3.5,0.353,2,0.3232,2961210,1,0.9379366304498407
z4032,tile_y1344_x896,4249,1406,1339,217,62,443,671,567,1014,5.25,0.177,1,0.1239,386718,1,0.9026789491903535
z4032,tile_y1792_x1344,4067,1957,1427,35,165,83,1420,30,277,1.86,0.294,2,0.4415,4506638,1,0.8470709997930035
z4032,tile_y1792_x1344,4128,1950,1475,96,158,131,1647,445,1544,3.71,0.204,2,0.3232,2961210,1,0.8852100805360748
z4032,tile_y1792_x1344,4152,1840,1387,120,48,43,1588,1562,1555,1.86,0.54,2,0.3232,2961210,1,1.0447924823805794
z4032,tile_y1792_x1344,4164,2124,1775,132,332,431,82,577,675,4.14,0.159,2,0.0339,321100,1,0.9272143235202862
z4032,tile_y1792_x1344,4176,1871,1469,144,79,125,1635,1612,797,1.71,0.459,2,0.3232,2961210,1,0.8016380960220608
z4032,tile_y1792_x1792,4066,2243,2163,34,451,371,92,383,458,2.12,0.198,2,0.4911,5090327,1,0.9120315624260927
z4032,tile_y1792_x1792,4081,2137,2121,49,345,329,65,527,1525,2.25,0.21,2,0.0332,344492,1,0.9139417724862733
z4032,tile_y1792_x1792,4081,2193,2137,49,401,345,80,1591,490,2.38,0.36,2,0.4911,5090327,1,0.9127799584391596
z4032,tile_y1792_x1792,4119,2206,1859,87,414,67,1022,550,319,2.38,0.271,2,0.0339,321100,1,0.9355610707321397
z4032,tile_y1792_x1792,4120,2109,2028,88,317,236,1646,1462,1705,3.25,0.537,2,0.118,1118406,1,1.002808988764045
z4032,tile_y1792_x1792,4167,2182,1946,135,390,154,1825,1826,1676,2.5,0.64,2,0.118,1118406,1,0.9660549967900706
z4032,tile_y1792_x1792,4236,1917,1911,204,125,119,2347,2221,2044,2.5,0.313,2,0.1767,1724007,1,1.0297633355914424
z4032,tile_y1792_x1792,4245,2036,2144,213,244,352,1277,1237,1254,2.12,0.41,2,0.0343,286414,1,0.86124911284599
z4032,tile_y1792_x1792,4246,2264,1881,214,472,89,2148,1286,2160,3.25,0.589,2,0.1039,927706,1,1.0075392490736577
z4032,tile_y1792_x1792,4254,1948,1991,222,156,199,2144,2166,2190,3.25,0.512,2,0.1767,1724007,1,1.0572139815252948
z4032,tile_y1792_x2240,4169,2091,2286,137,299,46,176,372,473,2.0,0.475,2,0.0303,281559,1,0.910868136682243
z4032,tile_y1792_x2240,4227,2265,2337,195,473,97,641,618,339,3.0,0.327,2,0.0813,706889,1,0.943859011627907
z4032,tile_y1792_x3136,4073,2139,3287,41,347,151,335,265,10,4.33,0.493,1,0.1386,320454,1,0.7361063218390804
z4032,tile_y1792_x3136,4114,2133,3318,82,341,182,416,368,10,7.0,0.369,1,0.0553,120945,1,0.9707932363284129
z4032,tile_y1792_x448,4086,2135,873,54,343,425,29,170,102,1.62,0.513,2,0.0382,154625,1,0.8072510375698051
z4032,tile_y1792_x448,4119,2182,773,87,390,325,728,741,719,3.5,0.576,2,0.2755,1291315,1,1.0208452571015454
z4032,tile_y1792_x448,4135,2188,892,103,396,444,762,245,769,3.25,0.689,2,0.2755,1291315,1,1.0351922771873372
z4032,tile_y1792_x448,4153,2200,747,121,408,299,1051,798,780,2.12,0.765,2,0.2755,1291315,1,1.2866383931762408
z4032,tile_y1792_x448,4154,2218,770,122,426,322,1051,787,780,3.5,0.647,2,0.2755,1291315,1,1.1510180693992857
z4032,tile_y1792_x448,4165,2180,703,133,388,255,1051,277,834,2.38,0.147,2,0.2755,1291315,1,1.2515972681207315
z4032,tile_y1792_x448,4181,2223,872,149,431,424,872,855,904,1.62,0.258,2,0.2755,1291315,1,0.9961244565456062
z4032,tile_y1792_x896,4082,1852,1135,50,60,239,2022,1934,1705,4.57,0.284,1,0.4415,4506638,1,1.2365997114637666
z4032,tile_y1792_x896,4096,1866,1109,64,74,213,1988,1935,2022,2.43,0.431,2,0.3232,2961210,1,1.109931891180682
z4032,tile_y1792_x896,4099,1834,1253,67,42,357,1877,1715,1926,2.43,0.358,2,0.3232,2961210,1,1.113743047611534
z4032,tile_y1792_x896,4119,1872,1104,87,80,208,2098,2076,1935,2.29,0.516,2,0.3232,2961210,1,0.9848551264629817
z4032,tile_y1792_x896,4126,1871,1300,94,79,404,2070,2090,2118,2.43,0.597,2,0.3232,2961210,1,1.0589976739268345
z4032,tile_y1792_x896,4143,1871,1141,111,79,245,2067,2045,2008,4.0,0.254,2,0.3232,2961210,1,1.0827797062136502
z4032,tile_y1792_x896,4147,1891,1244,115,99,348,2154,2118,2169,2.29,0.409,2,0.3232,2961210,1,0.9338859732824427
z4032,tile_y1792_x896,4150,1887,1220,118,95,324,2130,2158,2153,2.0,0.535,2,0.3232,2961210,1,0.9041368414893409
z4032,tile_y1792_x896,4175,1857,1186,143,65,290,2143,2195,2206,3.86,0.369,2,0.3232,2961210,1,0.9261387261387262
z4032,tile_y1792_x896,4190,1848,1340,158,56,444,2254,2290,2374,2.29,0.37,2,0.3232,2961210,1,0.8737723631640064
z4032,tile_y1792_x896,4242,1906,1245,210,114,349,1154,1278,1261,2.29,0.19,2,0.0529,433166,1,0.8544454818964623
z4032,tile_y1792_x896,4255,2121,1208,223,329,312,2453,1348,1313,3.0,0.647,2,0.2338,2173169,1,0.9166520749430923
z4032,tile_y2240_x1344,4101,2605,1427,69,365,83,56,265,193,1.83,0.169,2,0.2488,298375,1,0.9335803621094941
z4032,tile_y2240_x1344,4177,2368,1384,145,128,40,439,481,424,2.5,0.207,2,0.0321,282869,1,0.7302240130274118
z4032,tile_y2240_x1344,4191,2634,1416,159,394,72,56,542,690,2.33,0.531,2,0.2488,298375,1,1.0162655715891624
z4032,tile_y2240_x1344,4216,2627,1478,184,387,134,1359,841,1361,2.67,0.468,2,0.056,67173,1,0.7936224385035522
z4032,tile_y2240_x1344,4235,2571,1472,203,331,128,1646,1379,1519,2.5,0.318,2,0.0458,83145,1,0.9610258517499509
z4032,tile_y2240_x1344,4250,2561,1699,218,321,355,895,1085,1032,2.5,0.35,2,0.3336,1513676,1,0.8839339403831286
z4032,tile_y2240_x1792,4099,2284,1953,67,44,161,2157,2309,2188,3.45,0.133,1,0.118,1118406,1,1.0076203599315212
z4032,tile_y2240_x1792,4113,2377,1972,81,137,180,2319,690,2375,2.91,0.364,1,0.0472,447535,1,0.8519529108976955
z4032,tile_y2240_x448,4112,2277,770,80,37,322,513,535,512,2.91,0.37,1,0.2755,1291315,1,1.0877268125535395
z4032,tile_y896_x1792,4210,1362,2110,178,466,318,233,227,261,5.83,0.662,1,0.0342,129173,1,0.7669141690603942
z4256,tile_y1344_x1344,4290,1807,1717,34,463,373,1369,1342,1399,4.83,0.605,1,0.0604,589858,1,1.0196737745661117
z4256,tile_y1344_x1792,4338,1521,1863,82,177,71,1754,1895,1820,5.14,0.301,1,0.052,226121,1,1.1445823549144583
z4256,tile_y1344_x448,4306,1692,911,50,348,463,226,187,301,3.71,0.355,1,0.2741,773622,1,1.1950332039123333
z4256,tile_y1344_x448,4326,1728,907,70,384,459,301,223,40,3.71,0.417,1,0.2741,773622,1,0.966139829449182
z4256,tile_y1344_x896,4289,1429,1356,33,85,460,3,101,142,5.2,0.192,1,0.1239,386718,1,0.8979524810449666
z4256,tile_y1344_x896,4430,1525,1305,174,181,409,355,405,126,5.6,0.283,1,0.1074,232054,1,0.7232325957906098
z4256,tile_y1792_x1344,4382,2038,1660,126,246,316,1814,1854,560,3.5,0.269,2,0.0374,359887,1,0.83716351870261
z4256,tile_y1792_x1344,4410,2103,1801,154,311,457,1969,838,2061,2.0,0.704,2,0.1703,1570297,1,0.8839389319924461
z4256,tile_y1792_x1344,4431,2190,1458,175,398,114,2048,2176,2164,2.0,0.708,2,0.0942,899758,1,1.0833384442400082
z4256,tile_y2240_x1344,4307,2584,1821,51,344,477,80,428,1718,2.25,0.264,2,0.3336,1513676,1,1.05778955954323
z4256,tile_y2240_x1344,4350,2589,1792,94,349,448,1777,1861,1854,2.12,0.323,2,0.3336,1513676,1,0.9756154431436075
z4256,tile_y2240_x1344,4425,2344,1409,169,104,65,2048,2088,2097,3.62,0.24,2,0.0578,552632,1,1.090487926027816
z4256,tile_y2240_x1344,4462,2628,1807,206,388,463,616,1225,1234,2.88,0.149,2,0.1518,559637,1,0.8776663686294546
z4256,tile_y2240_x1792,4293,2525,2186,37,285,394,2131,1940,1816,3.5,0.177,2,0.0943,819609,1,0.941160776222408
z4256,tile_y2240_x1792,4307,2593,1833,51,353,41,1974,1920,2039,2.75,0.708,2,0.3336,1513676,1,1.09435843183529
z4256,tile_y2240_x1792,4311,2526,1832,55,286,40,2024,1941,1914,2.12,0.27,2,0.1163,1038756,1,0.9909900401082347
z4256,tile_y2240_x1792,4319,2648,1971,63,408,179,2041,1845,1897,2.38,0.187,2,0.3336,1513676,1,0.9086686972112414
z4256,tile_y2240_x1792,4334,2463,1860,78,223,68,2057,2153,2006,3.25,0.731,2,0.1163,1038756,1,0.91522426332427
z4256,tile_y2240_x1792,4357,2630,1873,101,390,81,2237,546,2225,2.0,0.388,2,0.1518,559637,1,0.8894485683987274
z4256,tile_y2240_x1792,4437,2607,1932,181,367,140,2331,2326,2338,3.25,0.461,2,0.1518,559637,1,0.949420055792101
z4256,tile_y2240_x1792,4448,2668,1886,192,428,94,607,1159,1213,4.25,0.369,1,0.0336,123776,1,0.8594793555958604
z4256,tile_y2240_x3136,4431,2301,3223,175,61,87,210,243,228,3.71,0.525,1,0.1438,363709,1,1.0424388189395284
z4256,tile_y2240_x448,4417,2407,859,161,167,411,625,613,626,7.0,0.301,1,0.1417,644801,1,1.2818237210904178
z4256,tile_y2240_x896,4434,2491,1261,178,251,365,1588,650,1669,4.0,0.463,1,0.0641,612593,1,0.9858592124949823
z4256,tile_y2688_x1344,4452,2751,1778,196,63,434,304,301,308,3.5,0.174,1,0.1384,510259,1,1.0787268104341274
z4256,tile_y2688_x1792,4478,2735,1840,222,47,48,406,233,220,5.71,0.219,1,0.1384,510259,1,0.8700255102040816
z4256,tile_y896_x896,4309,1364,1357,53,468,461,68,16,58,2.71,0.331,1,0.1239,386718,1,0.8557355472309406
z448,tile_y1792_x2240,484,2191,2317,36,399,77,37,35,14,3.22,0.679,1,0.0383,23875,1,0.9297748564521003
z448,tile_y1792_x3136,494,2143,3429,46,351,293,115,127,36,2.33,0.235,1,0.2857,164696,1,0.9424129470604888
z448,tile_y2240_x2240,481,2288,2715,33,48,475,22,27,23,3.5,0.455,1,0.8728,1009052,1,1.4026501766784452
z448,tile_y2240_x448,605,2375,716,157,135,268,527,568,450,2.9,0.747,1,0.7974,3026077,1,0.9678024283262349
z448,tile_y2240_x896,556,2296,993,108,56,97,732,849,737,4.0,0.5,1,0.7974,3026077,1,1.131367324117913
z4480,tile_y1344_x448,4659,1677,909,179,333,461,409,286,273,2.43,0.375,2,0.3528,1122014,1,0.9850509714911851
z4480,tile_y1344_x448,4683,1691,882,203,347,434,399,357,343,2.0,0.823,2,0.3528,1122014,1,1.3670095902353967
z4480,tile_y1344_x448,4687,1811,922,207,467,474,409,363,104,5.14,0.565,1,0.3528,1122014,1,1.0653019909982508
z4480,tile_y1792_x1344,4682,2085,1576,202,293,232,3164,3510,3440,4.0,0.548,1,0.0356,378275,1,1.0228936429078375
z4480,tile_y1792_x1792,4583,1895,1853,103,103,61,36,723,769,2.75,0.938,2,0.061,594089,1,0.9647120190208162
z4480,tile_y1792_x1792,4630,2208,1825,150,416,33,2238,2209,2156,2.5,0.6,2,0.5778,6135317,1,0.8492375854623966
z4480,tile_y1792_x1792,4632,2221,1880,152,429,88,2188,2218,2157,3.25,0.408,2,0.5778,6135317,1,0.9847485651298035
z4480,tile_y1792_x1792,4673,2163,1886,193,371,94,2374,2333,2375,1.88,0.341,2,0.5778,6135317,1,0.9646796681962584
z4480,tile_y1792_x1792,4686,2108,1984,206,316,192,2303,1410,1253,3.25,0.165,2,0.5778,6135317,1,1.0296939109664245
z4480,tile_y1792_x1792,4701,2204,1923,221,412,131,2423,2532,2501,2.12,0.563,2,0.5778,6135317,1,1.0570184143786525
z4480,tile_y1792_x3136,4581,2013,3215,101,221,79,580,553,92,4.33,0.102,1,0.1636,230661,1,0.8686248211731045
z4480,tile_y1792_x448,4636,1968,909,156,176,461,1032,830,833,3.44,0.594,1,0.3528,1122014,1,0.9922169636914886
z4480,tile_y2240_x1792,4600,2496,1894,120,256,102,1416,1363,1447,4.86,0.485,1,0.1028,1087112,1,1.0137132221026193
z4480,tile_y2240_x448,4544,2382,699,64,142,251,769,445,524,3.44,0.459,1,0.2111,1055268,1,1.1270817514553277
z4480,tile_y2240_x448,4579,2349,768,99,109,320,713,769,655,4.56,0.136,1,0.2111,1055268,1,1.0201084072473656
z4480,tile_y2240_x896,4600,2415,1095,120,175,199,1868,2050,1888,3.18,0.414,1,0.1587,1573578,1,0.9060273120675805
z4480,tile_y2688_x1344,4521,2733,1670,41,45,326,170,171,136,5.0,0.474,1,0.1171,412741,1,1.0839112998348668
z4480,tile_y2688_x1344,4538,2746,1612,58,58,268,261,160,170,4.0,0.34,1,0.1171,412741,1,1.0859309732664997
z4704,tile_y1344_x1344,4825,1484,1754,121,140,410,202,203,232,5.2,0.134,1,0.0302,53832,1,0.8137707078313253
z4704,tile_y1344_x1344,4923,1599,1630,219,255,286,932,854,911,4.6,0.375,1,0.0346,266329,1,0.6981007765557469
z4704,tile_y1344_x896,4784,1701,932,80,357,36,873,805,638,5.6,0.453,1,0.2698,756573,1,1.0518514821838507
z4704,tile_y1792_x1344,4838,2237,1665,134,445,321,1945,1862,1865,4.0,0.606,1,0.3293,3012789,1,1.0444872802901566
z4704,tile_y1792_x2688,4773,2082,3158,69,290,470,330,294,210,5.4,0.216,1,0.0686,167815,1,0.6954624618438547
z4704,tile_y1792_x448,4821,1872,910,117,80,462,657,530,624,6.29,0.431,1,0.1848,518097,1,1.2144023658192091
z4704,tile_y1792_x896,4745,2193,1298,41,401,402,1205,1212,1245,4.67,0.291,2,0.152,1310952,1,0.9760654062340317
z4704,tile_y2240_x1344,4746,2288,1413,42,48,69,1256,960,1318,6.0,0.495,1,0.152,1310952,1,1.0691791641876782
z4704,tile_y2240_x1344,4755,2312,1581,51,72,237,1176,1297,1380,4.67,0.667,1,0.3293,3012789,1,1.026827381719737
z4704,tile_y2240_x3136,4849,2291,3313,145,51,177,88,164,86,4.33,0.274,1,0.051,124782,1,0.706851523456392
z4928,tile_y1344_x1344,5008,1712,1819,80,368,475,349,263,595,3.0,0.355,1,0.0315,250165,1,0.7268009499516228
z4928,tile_y1344_x1344,5087,1633,1817,159,289,473,59,156,104,6.2,0.734,1,0.0451,357687,1,0.7660795685067182
z4928,tile_y1344_x2240,4975,1531,2275,47,187,35,89,82,106,5.2,0.311,1,0.0364,33216,1,0.7732204915368652
z4928,tile_y1344_x2688,4972,1781,2906,44,437,218,276,267,308,4.57,0.526,1,0.0784,459288,1,1.0889823451032645
z4928,tile_y1344_x2688,5068,1764,2898,140,420,210,511,482,518,4.43,0.569,1,0.1857,1065455,1,1.259978274795978
z4928,tile_y1344_x896,4964,1773,1022,36,429,126,646,791,574,5.6,0.696,1,0.3297,714656,1,0.9949874161073825
z4928,tile_y1344_x896,4969,1666,966,41,322,70,553,678,566,3.2,0.433,2,0.056,121463,1,1.08536122945152
z4928,tile_y1344_x896,4970,1815,982,42,471,86,1058,662,652,4.6,0.249,2,0.3297,714656,1,1.0969235790933942
z4928,tile_y1344_x896,4984,1757,995,56,413,99,1058,665,649,4.2,0.57,2,0.3297,714656,1,1.086811317623631
z4928,tile_y1344_x896,5035,1656,1108,107,312,212,930,945,879,4.2,0.487,2,0.0688,523251,1,0.9564429627482244
z4928,tile_y1344_x896,5045,1766,1027,117,422,131,913,791,977,2.2,0.368,2,0.0688,523251,1,0.9757478775799621
z4928,tile_y1344_x896,5055,1732,1068,127,388,172,982,230,1075,1.8,0.416,2,0.0688,523251,1,1.101549443974499
z4928,tile_y1344_x896,5059,1641,1109,131,297,213,1126,903,840,2.6,0.385,2,0.0688,523251,1,1.0539351269801358
z4928,tile_y1344_x896,5063,1699,1107,135,355,211,1015,1421,973,3.8,0.425,2,0.0688,523251,1,1.1022826917093316
z4928,tile_y1344_x896,5076,1748,993,148,404,97,1110,1359,1115,3.8,0.464,2,0.5649,925699,1,1.0863612639017144
z4928,tile_y1344_x896,5091,1668,1100,163,324,204,1126,1160,1260,2.8,0.359,2,0.0688,523251,1,1.1540859403394
z4928,tile_y1344_x896,5098,1723,996,170,379,100,1359,1110,1166,5.2,0.339,2,0.5649,925699,1,1.1763833310335312
z4928,tile_y1344_x896,5128,1726,1139,200,382,243,353,1246,290,1.8,0.806,2,0.0459,319450,1,0.7702670610332693
z4928,tile_y1344_x896,5130,1695,1093,202,351,197,1284,1255,1161,1.8,0.543,2,0.0642,446757,1,1.1791036476868328
z4928,tile_y1344_x896,5145,1700,1007,217,356,111,1348,1311,1359,5.6,0.539,1,0.1556,193335,1,1.127253622386904
z4928,tile_y1792_x1792,5070,1988,1888,142,196,96,1657,119,1225,3.8,0.353,1,0.0888,704267,1,0.7485452466681456
z4928,tile_y1792_x896,5079,1878,1142,151,86,246,1222,1158,1196,5.2,0.13,1,0.0468,356232,1,0.890632049084183
z4928,tile_y2240_x1792,4983,2524,2004,55,284,212,224,799,652,5.2,0.688,1,0.0472,388923,1,0.665250391881858
z4928,tile_y2240_x448,5099,2491,728,171,251,280,492,521,479,4.5,0.528,1,0.0666,304191,1,1.1017010095422486
z4928,tile_y2240_x448,5100,2319,781,172,79,333,542,566,146,5.0,0.479,1,0.0559,255379,1,1.0115077909289258
z5152,tile_y1344_x1792,5359,1662,1979,207,318,187,1112,1109,1133,5.2,0.685,1,0.0325,256636,1,1.010659781691761
z5152,tile_y1792_x1792,5255,1944,1881,103,152,89,83,165,168,6.6,0.882,1,0.0729,575465,1,0.6128151352296063
z5152,tile_y1792_x896,5203,1879,1005,51,87,109,63,928,1,5.2,0.348,1,0.0383,47615,1,0.7087273369140379
z5152,tile_y2240_x1792,5345,2611,2208,193,371,416,196,170,190,5.2,0.955,1,0.0561,53315,1,0.6814187248707639
z5152,tile_y2240_x2240,5364,2484,2298,212,244,58,136,6,258,3.6,0.789,1,0.0596,476703,1,0.5916382391163093
z5376,tile_y1344_x896,5475,1614,1174,99,270,278,522,666,650,5.8,0.656,1,0.0421,291814,1,1.0020739511732637
z5376,tile_y1792_x2688,5421,1983,3093,45,191,405,280,477,281,5.0,0.955,1,0.0955,85469,1,0.6318706816541199
z5376,tile_y1792_x2688,5550,1909,3147,174,117,459,525,603,750,5.2,0.185,1,0.0397,51011,1,0.8915650360429795
