slab,tile,gz,gy,gx,lz,ly,lx,orig_id,assigned_A,assigned_B,thickness_ratio,confidence,tier,decision
z9184,tile_y1792_x0,9252,2060,449,68,268,449,269,71,293,2.5,0.148,2,SPLIT
z9184,tile_y1792_x0,9253,2177,451,69,385,451,296,276,299,3.0,0.413,2,SPLIT
z9184,tile_y1792_x0,9277,2194,441,93,402,441,276,107,297,3.5,0.209,2,SPLIT
z9184,tile_y1792_x0,9279,2120,451,95,328,451,355,298,319,4.38,0.287,1,SPLIT
z9184,tile_y1792_x0,9280,2185,468,96,393,468,304,299,307,5.5,0.415,2,SPLIT
z9184,tile_y1792_x0,9282,2187,457,98,395,457,299,107,304,3.75,0.366,1,SPLIT
z9184,tile_y1792_x0,9284,2169,451,100,377,451,308,109,296,1.75,0.19,2,SPLIT
z9184,tile_y1792_x0,9289,2152,443,105,360,443,355,309,320,3.5,0.495,2,SPLIT
z9184,tile_y1792_x0,9290,2077,467,106,285,467,328,312,125,1.88,0.121,2,SPLIT
z9184,tile_y1792_x0,9315,2197,466,131,405,466,26,137,299,5.62,0.155,1,SPLIT
z9184,tile_y1792_x0,9321,2118,438,137,326,438,355,330,323,5.25,0.256,2,SPLIT
z9184,tile_y1792_x0,9324,2146,401,140,354,401,131,468,336,2.62,0.201,2,SPLIT
z9184,tile_y1792_x0,9324,2186,479,140,394,479,137,26,142,2.0,0.606,2,SPLIT
z9184,tile_y1792_x0,9332,1877,472,148,85,472,331,514,339,2.75,0.539,2,SPLIT
z9184,tile_y1792_x0,9336,1899,458,152,107,458,514,376,358,2.25,0.346,2,SPLIT
z9184,tile_y1792_x0,9336,1980,440,152,188,440,514,338,371,4.0,0.145,1,SPLIT
z9184,tile_y1792_x0,9336,2181,465,152,389,465,147,142,26,1.88,0.518,2,SPLIT
z9184,tile_y1792_x0,9338,2086,430,154,294,430,363,338,346,1.62,0.277,2,SPLIT
z9184,tile_y1792_x0,9339,2039,458,155,247,458,514,338,402,3.88,0.32,1,SPLIT
z9184,tile_y1792_x0,9342,2047,469,158,255,469,514,338,402,5.38,0.218,1,SPLIT
z9184,tile_y1792_x0,9342,2051,453,158,259,453,338,402,373,3.75,0.314,2,SPLIT
z9184,tile_y1792_x0,9343,2073,463,159,281,463,514,390,373,2.75,0.312,2,SPLIT
z9184,tile_y1792_x0,9348,1999,435,164,207,435,514,396,371,3.25,0.698,2,SPLIT
z9184,tile_y1792_x0,9356,2019,438,172,227,438,514,420,338,3.25,0.156,2,SPLIT
z9184,tile_y1792_x0,9360,2004,440,176,212,440,420,514,396,3.25,0.4,2,SPLIT
z9184,tile_y1792_x0,9363,2005,424,179,213,424,396,420,514,2.25,0.565,2,SPLIT
z9184,tile_y1792_x0,9365,2163,428,181,371,428,418,412,398,2.62,0.38,2,SPLIT
z9184,tile_y1792_x0,9366,2170,456,182,378,456,156,167,412,1.62,0.371,2,SPLIT
z9184,tile_y1792_x0,9373,1952,463,189,160,463,520,448,514,2.5,0.653,2,SPLIT
z9184,tile_y1792_x0,9375,1992,474,191,200,474,436,175,520,1.88,0.49,2,SPLIT
z9184,tile_y1792_x0,9378,2006,454,194,214,454,456,201,520,1.62,0.386,2,SPLIT
z9184,tile_y1792_x0,9380,2058,418,196,266,418,159,181,166,4.62,0.159,2,SPLIT
z9184,tile_y1792_x0,9381,2029,445,197,237,445,182,514,201,2.12,0.319,2,SPLIT
z9184,tile_y1792_x0,9383,2105,450,199,313,450,181,134,212,3.5,0.109,2,SPLIT
z9184,tile_y1792_x0,9384,2012,476,200,220,476,175,514,438,3.38,0.217,2,SPLIT
z9184,tile_y1792_x0,9385,2152,387,201,360,387,468,398,518,1.88,0.427,2,SPLIT
z9184,tile_y1792_x0,9394,1898,429,210,106,429,514,214,520,2.75,0.193,2,SPLIT
z9184,tile_y1792_x0,9394,2146,384,210,354,384,468,518,398,4.12,0.236,1,SPLIT
z9184,tile_y1792_x0,9403,2144,424,219,352,424,501,479,468,3.5,0.53,2,SPLIT
z9184,tile_y1792_x0,9404,1950,438,220,158,438,520,203,495,1.75,0.484,2,SPLIT
z9184,tile_y1792_x1344,9234,1897,1595,50,105,251,1746,1705,1765,4.14,0.276,1,SPLIT
z9184,tile_y1792_x1344,9263,1898,1780,79,106,436,1802,1873,1800,4.14,0.253,1,SPLIT
z9184,tile_y1792_x1344,9300,2183,1759,116,391,415,1145,785,845,4.29,0.474,1,SPLIT
z9184,tile_y1792_x1344,9320,1913,1683,136,121,339,854,974,862,4.0,0.118,1,SPLIT
z9184,tile_y1792_x1344,9358,1949,1510,174,157,166,1167,841,1007,5.0,0.39,1,SPLIT
z9184,tile_y1792_x1344,9369,1913,1744,185,121,400,854,1325,1407,6.0,0.316,1,SPLIT
z9184,tile_y1792_x1344,9377,1864,1390,193,72,46,1367,1436,1163,5.57,0.834,1,SPLIT
z9184,tile_y1792_x1344,9379,2144,1429,195,352,85,1994,2031,2054,5.0,0.466,1,SPLIT
z9184,tile_y1792_x1344,9383,1952,1526,199,160,182,1274,1164,841,5.57,0.385,1,SPLIT
z9184,tile_y1792_x1792,9217,1836,1866,33,44,74,288,9,283,8.17,0.309,2,SPLIT
z9184,tile_y1792_x1792,9226,1975,1949,42,183,157,166,148,182,2.5,0.22,2,SPLIT
z9184,tile_y1792_x1792,9253,1960,1921,69,168,129,215,294,182,3.33,0.432,2,SPLIT
z9184,tile_y1792_x1792,9258,1912,1943,74,120,151,110,292,342,5.17,0.202,1,SPLIT
z9184,tile_y1792_x1792,9258,2185,1983,74,393,191,368,303,348,8.17,0.64,2,SPLIT
z9184,tile_y1792_x1792,9258,2229,1845,74,437,53,143,386,272,4.83,0.133,1,SPLIT
z9184,tile_y1792_x1792,9268,1884,1856,84,92,64,380,300,262,5.17,0.161,2,SPLIT
z9184,tile_y1792_x1792,9268,2163,1893,84,371,101,358,39,353,4.83,0.777,2,SPLIT
z9184,tile_y1792_x1792,9275,1954,1996,91,162,204,301,344,404,3.67,0.312,2,SPLIT
z9184,tile_y1792_x1792,9280,1961,2172,96,169,380,384,396,345,4.83,0.485,1,SPLIT
z9184,tile_y1792_x1792,9280,2194,1864,96,402,72,338,304,143,2.17,0.257,2,SPLIT
z9184,tile_y1792_x1792,9284,1910,1966,100,118,174,342,14,182,3.33,0.398,2,SPLIT
z9184,tile_y1792_x1792,9284,1952,2020,100,160,228,437,344,393,2.0,0.239,2,SPLIT
z9184,tile_y1792_x1792,9287,2233,2182,103,441,390,1224,494,1208,3.83,0.378,2,SPLIT
z9184,tile_y1792_x1792,9288,2087,2180,104,295,388,440,446,405,2.83,0.38,2,SPLIT
z9184,tile_y1792_x1792,9294,2146,2086,110,354,294,457,563,570,3.5,0.445,2,SPLIT
z9184,tile_y1792_x1792,9295,1883,1948,111,91,156,342,110,341,4.33,0.151,2,SPLIT
z9184,tile_y1792_x1792,9296,1966,2002,112,174,210,344,301,561,2.33,0.491,2,SPLIT
z9184,tile_y1792_x1792,9298,2264,2008,114,472,216,280,1259,541,2.33,0.146,2,SPLIT
z9184,tile_y1792_x1792,9303,2183,2178,119,391,386,539,398,587,2.83,0.213,2,SPLIT
z9184,tile_y1792_x1792,9304,1988,2091,120,196,299,531,585,550,2.67,0.519,2,SPLIT
z9184,tile_y1792_x1792,9306,2226,2249,122,434,457,1250,1232,540,2.0,0.317,2,SPLIT
z9184,tile_y1792_x1792,9312,1950,2019,128,158,227,477,543,344,6.17,0.303,1,SPLIT
z9184,tile_y1792_x1792,9313,2103,2161,129,311,369,625,504,555,2.17,0.544,2,SPLIT
z9184,tile_y1792_x1792,9321,1875,2227,137,83,435,453,214,550,8.0,0.565,1,SPLIT
z9184,tile_y1792_x1792,9322,2232,1947,138,440,155,1391,1287,1285,4.33,0.299,2,SPLIT
z9184,tile_y1792_x1792,9323,1968,2099,139,176,307,550,512,637,2.33,0.748,2,SPLIT
z9184,tile_y1792_x1792,9326,1969,2079,142,177,287,637,550,512,2.33,0.1,2,SPLIT
z9184,tile_y1792_x1792,9327,2246,2010,143,454,218,1331,1326,1294,2.83,0.31,2,SPLIT
z9184,tile_y1792_x1792,9329,2268,2054,145,476,262,1364,1326,1306,6.0,0.413,2,SPLIT
z9184,tile_y1792_x1792,9329,2269,1997,145,477,205,1342,1331,1326,4.33,0.246,2,SPLIT
z9184,tile_y1792_x1792,9332,2186,2211,148,394,419,1366,1282,1337,3.83,0.434,2,SPLIT
z9184,tile_y1792_x1792,9337,1931,1933,153,139,141,342,182,520,3.83,0.192,2,SPLIT
z9184,tile_y1792_x1792,9339,2243,2226,155,451,434,1403,494,1503,2.17,0.49,2,SPLIT
z9184,tile_y1792_x1792,9340,1923,2100,156,131,308,698,477,708,2.0,0.265,2,SPLIT
z9184,tile_y1792_x1792,9341,1914,1896,157,122,104,342,644,591,5.0,0.144,1,SPLIT
z9184,tile_y1792_x1792,9342,2255,2231,158,463,439,494,1403,643,4.33,0.247,2,SPLIT
z9184,tile_y1792_x1792,9343,2193,2089,159,401,297,1383,1334,1492,4.5,0.306,2,SPLIT
z9184,tile_y1792_x1792,9345,1859,1827,161,67,35,434,639,584,2.83,0.206,2,SPLIT
z9184,tile_y1792_x1792,9352,2146,2109,168,354,317,1457,1485,1425,2.17,0.503,2,SPLIT
z9184,tile_y1792_x1792,9354,2179,2095,170,387,303,1383,1551,1492,4.83,0.447,1,SPLIT
z9184,tile_y1792_x1792,9354,2267,2268,170,475,476,682,793,1378,6.33,0.277,2,SPLIT
z9184,tile_y1792_x1792,9357,2249,1918,173,457,126,1468,841,1512,4.0,0.286,2,SPLIT
z9184,tile_y1792_x1792,9360,2247,2045,176,455,253,800,1424,1477,2.17,0.282,2,SPLIT
z9184,tile_y1792_x1792,9361,1895,1955,177,103,163,342,685,743,3.0,0.264,2,SPLIT
z9184,tile_y1792_x1792,9361,2118,2072,177,326,280,1483,1579,1533,2.0,0.268,2,SPLIT
z9184,tile_y1792_x1792,9361,2185,1971,177,393,179,1495,1385,1466,4.33,0.406,2,SPLIT
z9184,tile_y1792_x1792,9361,2202,2135,177,410,343,1510,1486,1568,4.5,0.472,2,SPLIT
z9184,tile_y1792_x1792,9362,2226,2091,178,434,299,1541,1540,1568,2.17,0.391,2,SPLIT
z9184,tile_y1792_x1792,9367,2212,2213,183,420,421,1538,1438,1649,2.67,0.357,2,SPLIT
z9184,tile_y1792_x1792,9371,2246,1965,187,454,173,1588,1417,1689,2.67,0.405,2,SPLIT
z9184,tile_y1792_x1792,9373,2261,2020,189,469,228,844,778,1470,2.5,0.576,2,SPLIT
z9184,tile_y1792_x1792,9375,2146,2077,191,354,285,1610,1565,1640,3.83,0.523,2,SPLIT
z9184,tile_y1792_x1792,9380,1942,1881,196,150,89,743,826,910,3.67,0.34,2,SPLIT
z9184,tile_y1792_x1792,9384,2125,2095,200,333,303,1640,906,1532,4.33,0.351,2,SPLIT
z9184,tile_y1792_x1792,9384,2231,2146,200,439,354,1635,1672,1744,2.33,0.55,2,SPLIT
z9184,tile_y1792_x1792,9384,2233,2061,200,441,269,1643,1746,1569,2.5,0.386,2,SPLIT
z9184,tile_y1792_x1792,9387,2197,2257,203,405,465,1641,1538,1685,3.5,0.302,2,SPLIT
z9184,tile_y1792_x1792,9388,2198,1974,204,406,182,1722,1689,1715,2.5,0.449,2,SPLIT
z9184,tile_y1792_x1792,9390,2234,1920,206,442,128,1689,1656,1709,2.17,0.303,2,SPLIT
z9184,tile_y1792_x1792,9395,1825,1891,211,33,99,773,822,895,2.67,0.171,2,SPLIT
z9184,tile_y1792_x1792,9396,2218,2270,212,426,478,1685,1762,1641,3.17,0.252,2,SPLIT
z9184,tile_y1792_x1792,9397,2128,2269,213,336,477,1702,1827,1739,5.0,0.342,2,SPLIT
z9184,tile_y1792_x1792,9397,2138,2218,213,346,426,1702,1704,1893,2.0,0.467,2,SPLIT
z9184,tile_y1792_x1792,9406,2013,2230,222,221,438,1823,1733,1965,2.0,0.121,2,SPLIT
z9184,tile_y1792_x1792,9407,2120,2223,223,328,431,1893,1702,1950,4.33,0.325,2,SPLIT
z9184,tile_y1792_x2240,9223,2121,2667,39,329,427,97,1079,14,2.0,0.305,2,SPLIT
z9184,tile_y1792_x2240,9225,2170,2649,41,378,409,1037,132,14,2.57,0.331,2,SPLIT
z9184,tile_y1792_x2240,9228,2157,2662,44,365,422,14,186,1037,3.14,0.162,2,SPLIT
z9184,tile_y1792_x2240,9229,2225,2697,45,433,457,1191,1014,1035,8.17,0.246,1,SPLIT
z9184,tile_y1792_x2240,9239,2176,2716,55,384,476,186,185,139,2.86,0.28,2,SPLIT
z9184,tile_y1792_x2240,9244,2234,2704,60,442,464,1191,1014,1189,3.14,0.37,2,SPLIT
z9184,tile_y1792_x2240,9245,2250,2556,61,458,316,155,990,1209,4.57,0.2,2,SPLIT
z9184,tile_y1792_x2240,9245,2269,2308,61,477,68,187,119,1420,2.86,0.331,2,SPLIT
z9184,tile_y1792_x2240,9249,2233,2554,65,441,314,1117,155,1147,1.86,0.254,2,SPLIT
z9184,tile_y1792_x2240,9252,1998,2692,68,206,452,102,197,516,6.67,0.45,1,SPLIT
z9184,tile_y1792_x2240,9256,1899,2542,72,107,302,122,159,318,1.86,0.406,2,SPLIT
z9184,tile_y1792_x2240,9258,1908,2345,74,116,105,225,215,233,3.57,0.502,2,SPLIT
z9184,tile_y1792_x2240,9260,2168,2687,76,376,447,245,186,301,3.14,0.113,2,SPLIT
z9184,tile_y1792_x2240,9261,2268,2486,77,476,246,1196,30,1252,2.43,0.562,2,SPLIT
z9184,tile_y1792_x2240,9264,2122,2559,80,330,319,1180,1347,1278,1.86,0.322,2,SPLIT
z9184,tile_y1792_x2240,9264,2150,2545,80,358,305,1199,1197,1256,2.86,0.596,2,SPLIT
z9184,tile_y1792_x2240,9265,1885,2331,81,93,91,224,350,208,3.0,0.188,2,SPLIT
z9184,tile_y1792_x2240,9270,2144,2559,86,352,319,1180,1206,1197,6.57,0.329,2,SPLIT
z9184,tile_y1792_x2240,9270,2186,2498,86,394,258,262,1273,1131,1.86,0.283,2,SPLIT
z9184,tile_y1792_x2240,9272,2154,2499,88,362,259,1303,1273,1321,4.29,0.257,2,SPLIT
z9184,tile_y1792_x2240,9272,2163,2534,88,371,294,1272,1256,1160,2.14,0.215,2,SPLIT
z9184,tile_y1792_x2240,9272,2204,2334,88,412,94,328,1283,317,2.57,0.329,2,SPLIT
z9184,tile_y1792_x2240,9272,2224,2496,88,432,256,1248,1314,1223,4.0,0.549,2,SPLIT
z9184,tile_y1792_x2240,9276,1990,2597,92,198,357,9,257,369,2.43,0.542,2,SPLIT
z9184,tile_y1792_x2240,9277,2186,2709,93,394,469,251,185,285,1.86,0.332,2,SPLIT
z9184,tile_y1792_x2240,9278,2013,2291,94,221,51,312,321,276,4.83,0.31,1,SPLIT
z9184,tile_y1792_x2240,9278,2256,2276,94,464,36,1420,330,1484,4.83,0.176,1,SPLIT
z9184,tile_y1792_x2240,9279,2233,2386,95,441,146,1420,1200,1437,4.29,0.421,2,SPLIT
z9184,tile_y1792_x2240,9279,2239,2440,95,447,200,1317,1275,1393,2.29,0.358,2,SPLIT
z9184,tile_y1792_x2240,9281,2240,2461,97,448,221,1317,1393,1275,4.0,0.579,2,SPLIT
z9184,tile_y1792_x2240,9282,2227,2531,98,435,291,1284,1314,1368,4.14,0.415,2,SPLIT
z9184,tile_y1792_x2240,9290,2264,2506,106,472,266,1419,1397,310,2.43,0.249,2,SPLIT
z9184,tile_y1792_x2240,9294,2229,2338,110,437,98,1420,358,1594,5.0,0.251,1,SPLIT
z9184,tile_y1792_x2240,9295,1885,2379,111,93,139,296,293,336,3.43,0.527,2,SPLIT
z9184,tile_y1792_x2240,9299,2143,2488,115,351,248,1423,1600,1619,3.43,0.218,2,SPLIT
z9184,tile_y1792_x2240,9299,2261,2459,115,469,219,1445,1329,1452,2.0,0.509,2,SPLIT
z9184,tile_y1792_x2240,9307,1895,2692,123,103,452,367,440,410,4.71,0.197,2,SPLIT
z9184,tile_y1792_x2240,9309,1925,2591,125,133,351,404,484,357,2.57,0.222,2,SPLIT
z9184,tile_y1792_x2240,9310,1950,2665,126,158,425,440,368,548,2.0,0.222,2,SPLIT
z9184,tile_y1792_x2240,9311,2197,2324,127,405,84,415,1694,1575,3.71,0.235,2,SPLIT
z9184,tile_y1792_x2240,9312,2158,2612,128,366,372,1517,1620,1704,2.43,0.442,2,SPLIT
z9184,tile_y1792_x2240,9315,2174,2539,131,382,299,1741,413,1783,1.86,0.467,2,SPLIT
z9184,tile_y1792_x2240,9317,2175,2388,133,383,148,1694,1615,1508,5.5,0.305,1,SPLIT
z9184,tile_y1792_x2240,9320,2194,2536,136,402,296,478,1783,1583,6.33,0.466,1,SPLIT
z9184,tile_y1792_x2240,9322,2138,2472,138,346,232,1532,1423,1653,4.83,0.393,1,SPLIT
z9184,tile_y1792_x2240,9322,2263,2300,138,471,60,480,1607,1821,3.57,0.155,2,SPLIT
z9184,tile_y1792_x2240,9323,2268,2626,139,476,386,1632,1545,1657,4.14,0.289,2,SPLIT
z9184,tile_y1792_x2240,9324,2207,2704,140,415,464,458,447,496,3.0,0.462,2,SPLIT
z9184,tile_y1792_x2240,9326,2155,2429,142,363,189,1698,1541,1673,3.0,0.215,2,SPLIT
z9184,tile_y1792_x2240,9326,2162,2355,142,370,115,1693,1789,1694,4.83,0.575,1,SPLIT
z9184,tile_y1792_x2240,9330,2167,2509,146,375,269,1783,1619,1741,2.14,0.67,2,SPLIT
z9184,tile_y1792_x2240,9334,1970,2617,150,178,377,9,452,466,3.71,0.139,2,SPLIT
z9184,tile_y1792_x2240,9335,2004,2702,151,212,462,596,645,544,3.14,0.184,2,SPLIT
z9184,tile_y1792_x2240,9337,2210,2631,153,418,391,1542,2238,555,1.86,0.486,2,SPLIT
z9184,tile_y1792_x2240,9338,2013,2625,154,221,385,454,9,544,3.43,0.272,2,SPLIT
z9184,tile_y1792_x2240,9339,1976,2693,155,184,453,591,637,509,1.86,0.304,2,SPLIT
z9184,tile_y1792_x2240,9340,2103,2427,156,311,187,1842,1530,1894,3.71,0.588,2,SPLIT
z9184,tile_y1792_x2240,9342,2182,2519,158,390,279,1783,1741,1869,4.83,0.18,1,SPLIT
z9184,tile_y1792_x2240,9345,2263,2708,161,471,468,1820,1830,1777,2.57,0.127,2,SPLIT
z9184,tile_y1792_x2240,9346,2133,2392,162,341,152,428,533,1932,4.29,0.194,2,SPLIT
z9184,tile_y1792_x2240,9347,2192,2292,163,400,52,1909,629,1834,1.86,0.469,2,SPLIT
z9184,tile_y1792_x2240,9347,2207,2492,163,415,252,567,1843,1951,2.71,0.258,2,SPLIT
z9184,tile_y1792_x2240,9348,2248,2288,164,456,48,1821,1880,1852,3.29,0.252,2,SPLIT
z9184,tile_y1792_x2240,9352,2028,2551,168,236,311,597,661,603,4.29,0.142,2,SPLIT
z9184,tile_y1792_x2240,9353,1917,2564,169,125,324,594,589,484,3.0,0.237,2,SPLIT
z9184,tile_y1792_x2240,9354,2131,2357,170,339,117,598,1918,1912,2.71,0.255,2,SPLIT
z9184,tile_y1792_x2240,9358,2074,2571,174,282,331,2050,2223,1710,2.71,0.634,2,SPLIT
z9184,tile_y1792_x2240,9358,2260,2404,174,468,164,1665,1999,2026,3.71,0.457,2,SPLIT
z9184,tile_y1792_x2240,9360,2257,2424,176,465,184,1665,2024,1999,5.0,0.328,1,SPLIT
z9184,tile_y1792_x2240,9361,2220,2425,177,428,185,2024,2005,2035,2.14,0.642,2,SPLIT
z9184,tile_y1792_x2240,9363,2046,2396,179,254,156,677,2021,2078,2.0,0.43,2,SPLIT
z9184,tile_y1792_x2240,9366,2097,2501,182,305,261,1989,2468,1927,3.71,0.327,2,SPLIT
z9184,tile_y1792_x2240,9367,2040,2539,183,248,299,661,641,597,2.14,0.319,2,SPLIT
z9184,tile_y1792_x2240,9375,1975,2481,191,183,241,636,651,701,2.14,0.287,2,SPLIT
z9184,tile_y1792_x2240,9379,2122,2327,195,330,87,2098,2099,2468,3.0,0.394,2,SPLIT
z9184,tile_y1792_x2240,9382,2078,2525,198,286,285,2223,733,2244,2.43,0.187,2,SPLIT
z9184,tile_y1792_x2240,9382,2162,2343,198,370,103,2116,1991,2043,4.83,0.409,1,SPLIT
z9184,tile_y1792_x2240,9388,2200,2416,204,408,176,2106,2103,2140,4.14,0.363,2,SPLIT
z9184,tile_y1792_x2240,9388,2222,2391,204,430,151,2173,2226,2188,1.86,0.427,2,SPLIT
z9184,tile_y1792_x2240,9389,2154,2418,205,362,178,2043,2468,2070,2.86,0.372,2,SPLIT
z9184,tile_y1792_x2240,9390,2268,2346,206,476,106,707,684,696,2.71,0.321,2,SPLIT
z9184,tile_y1792_x2240,9391,2085,2357,207,293,117,2468,2222,2269,2.29,0.878,2,SPLIT
z9184,tile_y1792_x2240,9396,1913,2487,212,121,247,746,741,813,2.14,0.309,2,SPLIT
z9184,tile_y1792_x2240,9400,2056,2375,216,264,135,2221,2281,2222,2.14,0.377,2,SPLIT
z9184,tile_y1792_x2240,9405,2069,2475,221,277,235,753,2223,626,4.57,0.312,2,SPLIT
z9184,tile_y1792_x2240,9406,2058,2345,222,266,105,2281,2222,2398,3.14,0.356,2,SPLIT
z9184,tile_y1792_x2240,9406,2070,2451,222,278,211,2294,626,2291,2.57,0.39,2,SPLIT
z9184,tile_y1792_x2240,9407,2104,2318,223,312,78,2348,768,802,2.86,0.25,2,SPLIT
z9184,tile_y1792_x2240,9407,2154,2415,223,362,175,2468,2378,2307,3.29,0.41,2,SPLIT
z9184,tile_y1792_x2688,9252,2125,2800,68,333,112,598,249,225,5.0,0.429,1,SPLIT
z9184,tile_y1792_x2688,9254,1883,3073,70,91,385,267,298,242,4.33,0.37,1,SPLIT
z9184,tile_y1792_x2688,9293,2164,2825,109,372,137,757,712,602,4.33,0.273,1,SPLIT
z9184,tile_y1792_x2688,9298,2257,2745,114,465,57,651,375,346,4.33,0.601,1,SPLIT
z9184,tile_y1792_x2688,9312,2178,2791,128,386,103,757,698,715,5.67,0.314,1,SPLIT
z9184,tile_y1792_x2688,9326,2232,2778,142,440,90,757,735,692,4.67,0.24,1,SPLIT
z9184,tile_y1792_x3136,9226,1938,3185,42,146,49,136,130,132,3.86,0.56,1,SPLIT
z9184,tile_y1792_x3136,9237,1921,3198,53,129,62,31,130,134,4.0,0.346,1,SPLIT
z9184,tile_y1792_x3136,9248,1831,3212,64,39,76,61,71,41,3.71,0.105,1,SPLIT
z9184,tile_y1792_x3136,9293,1827,3186,109,35,50,180,170,98,3.71,0.169,1,SPLIT
z9184,tile_y1792_x448,9242,1890,726,58,98,278,330,335,275,4.14,0.403,1,SPLIT
z9184,tile_y1792_x448,9245,1970,722,61,178,274,272,319,248,5.14,0.25,1,SPLIT
z9184,tile_y1792_x448,9302,1859,913,118,67,465,537,269,3,4.86,0.466,1,SPLIT
z9184,tile_y1792_x448,9310,2041,752,126,249,304,541,385,599,4.14,0.148,1,SPLIT
z9184,tile_y1792_x448,9313,2057,547,129,265,99,1570,1404,1433,4.29,0.414,1,SPLIT
z9184,tile_y1792_x448,9329,2045,537,145,253,89,1570,853,1433,4.14,0.138,1,SPLIT
z9184,tile_y1792_x448,9349,1948,761,165,156,313,385,827,672,4.29,0.266,1,SPLIT
z9184,tile_y1792_x896,9227,2209,1185,43,417,289,1650,1723,1715,4.14,0.487,1,SPLIT
z9184,tile_y1792_x896,9239,2249,1103,55,457,207,1705,1744,1698,5.14,0.349,1,SPLIT
z9184,tile_y1792_x896,9298,1994,1332,114,202,436,1975,1941,1993,4.0,0.244,1,SPLIT
z9184,tile_y1792_x896,9324,2137,1028,140,345,132,497,2104,2074,4.14,0.16,1,SPLIT
z9184,tile_y1792_x896,9324,2226,1001,140,434,105,497,900,534,5.14,0.284,1,SPLIT
z9184,tile_y1792_x896,9398,1830,1360,214,38,464,1314,1361,1231,4.14,0.192,1,SPLIT
z9184,tile_y2240_x1344,9252,2307,1483,68,67,139,102,550,580,5.29,0.284,1,SPLIT
z9184,tile_y2240_x1344,9323,2472,1777,139,232,433,823,727,777,4.14,0.278,1,SPLIT
z9184,tile_y2240_x1344,9328,2359,1468,144,119,124,665,728,778,7.0,0.561,1,SPLIT
z9184,tile_y2240_x1344,9345,2406,1526,161,166,182,821,809,843,5.29,0.277,1,SPLIT
z9184,tile_y2240_x1344,9359,2438,1786,175,198,442,312,779,873,4.57,0.252,1,SPLIT
z9184,tile_y2240_x1344,9370,2416,1483,186,176,139,807,819,759,6.14,0.426,1,SPLIT
z9184,tile_y2240_x1344,9376,2326,1413,192,86,69,306,343,333,4.71,0.168,1,SPLIT
z9184,tile_y2240_x1344,9394,2289,1791,210,49,447,216,422,436,4.57,0.226,1,SPLIT
z9184,tile_y2240_x1792,9247,2304,2002,63,64,210,100,56,62,2.11,0.55,2,SPLIT
z9184,tile_y2240_x1792,9247,2328,1977,63,88,185,100,62,64,5.44,0.175,1,SPLIT
z9184,tile_y2240_x1792,9251,2312,2271,67,72,479,1041,96,152,5.11,0.227,1,SPLIT
z9184,tile_y2240_x1792,9266,2415,2122,82,175,330,1158,150,858,1.78,0.396,2,SPLIT
z9184,tile_y2240_x1792,9277,2329,2082,93,89,290,919,923,1158,1.89,0.329,2,SPLIT
z9184,tile_y2240_x1792,9278,2333,2059,94,93,267,918,1035,933,1.67,0.37,2,SPLIT
z9184,tile_y2240_x1792,9280,2307,2122,96,67,330,1158,866,986,2.44,0.313,2,SPLIT
z9184,tile_y2240_x1792,9282,2298,2063,98,58,271,923,895,207,3.33,0.318,2,SPLIT
z9184,tile_y2240_x1792,9282,2314,2175,98,74,383,1044,878,966,3.11,0.321,2,SPLIT
z9184,tile_y2240_x1792,9282,2335,2103,98,95,311,1158,837,999,2.67,0.318,2,SPLIT
z9184,tile_y2240_x1792,9282,2427,1870,98,187,78,116,148,270,1.78,0.498,2,SPLIT
z9184,tile_y2240_x1792,9284,2302,2100,100,62,308,923,1158,940,2.89,0.388,2,SPLIT
z9184,tile_y2240_x1792,9285,2389,2170,101,149,378,947,1158,1029,2.78,0.509,2,SPLIT
z9184,tile_y2240_x1792,9287,2424,2164,103,184,372,1158,875,1067,2.89,0.382,2,SPLIT
z9184,tile_y2240_x1792,9290,2362,2234,106,122,442,1044,1017,958,3.67,0.401,2,SPLIT
z9184,tile_y2240_x1792,9290,2385,2210,106,145,418,994,975,1017,3.78,0.59,1,SPLIT
z9184,tile_y2240_x1792,9291,2406,2139,107,166,347,1158,1030,930,2.11,0.32,2,SPLIT
z9184,tile_y2240_x1792,9295,2362,2035,111,122,243,1158,1059,1097,1.89,0.636,2,SPLIT
z9184,tile_y2240_x1792,9296,2323,2201,112,83,409,1036,1102,1044,3.0,0.515,2,SPLIT
z9184,tile_y2240_x1792,9297,2403,1836,113,163,44,234,270,1131,2.22,0.378,2,SPLIT
z9184,tile_y2240_x1792,9303,2453,1929,119,213,137,243,148,276,2.89,0.394,2,SPLIT
z9184,tile_y2240_x1792,9303,2457,1832,119,217,40,1344,1039,1084,3.33,0.159,2,SPLIT
z9184,tile_y2240_x1792,9309,2324,2243,125,84,451,250,1146,1044,2.22,0.144,2,SPLIT
z9184,tile_y2240_x1792,9312,2332,2172,128,92,380,1148,1015,314,1.67,0.457,2,SPLIT
z9184,tile_y2240_x1792,9313,2324,2036,129,84,244,1149,1127,1077,3.11,0.228,2,SPLIT
z9184,tile_y2240_x1792,9319,2309,2146,135,69,354,1226,1184,1147,1.67,0.444,2,SPLIT
z9184,tile_y2240_x1792,9319,2312,2056,135,72,264,1214,1136,1149,2.0,0.361,2,SPLIT
z9184,tile_y2240_x1792,9322,2391,2233,138,151,441,280,328,342,2.89,0.277,2,SPLIT
