population,crop_z,crop_y,crop_x,mega_id,mega_vox,mega_frac,n_flagged_sites,n_tier1_sites,crop_mask_vox,crop_n_megas
random,3775,2148,2395,435,1193913,0.1451,4,2,8229013,2
random,9378,1877,2500,5,197901,0.0306,1,0,6477228,5
random,9378,1877,2500,17,204645,0.0316,0,0,6477228,5
random,9378,1877,2500,118,424598,0.0656,5,2,6477228,5
random,9378,1877,2500,149,343351,0.053,0,0,6477228,5
random,9378,1877,2500,232,230106,0.0355,0,0,6477228,5
random,1655,1312,1502,21,321743,0.0404,0,0,7964945,2
random,1655,1312,1502,107,314842,0.0395,0,0,7964945,2
random,2142,801,1412,1,42316,0.1663,0,0,254390,5
random,2142,801,1412,2,44695,0.1757,0,0,254390,5
random,2142,801,1412,4,21756,0.0855,0,0,254390,5
random,2142,801,1412,5,34535,0.1358,0,0,254390,5
random,2142,801,1412,6,96159,0.378,0,0,254390,5
random,8781,1660,883,98,452079,0.0489,0,0,9236370,3
random,8781,1660,883,109,531138,0.0575,0,0,9236370,3
random,8781,1660,883,582,562403,0.0609,0,0,9236370,3
random,4870,1594,2288,241,278726,0.0356,0,0,7822815,2
random,4870,1594,2288,248,295458,0.0378,0,0,7822815,2
random,10024,1647,244,1,923394,0.1102,14,5,8378494,5
random,10024,1647,244,18,635623,0.0759,2,0,8378494,5
random,10024,1647,244,58,1043929,0.1246,2,0,8378494,5
random,10024,1647,244,64,619927,0.074,8,2,8378494,5
random,10024,1647,244,549,298392,0.0356,0,0,8378494,5
random,10823,1850,1512,2,5076182,0.8834,5,5,5746435,1
random,10360,1401,1831,16,495752,0.0537,4,2,9240116,3
random,10360,1401,1831,90,791942,0.0857,5,0,9240116,3
random,10360,1401,1831,241,328579,0.0356,1,1,9240116,3
random,2708,1145,1945,194,262227,0.0357,0,0,7347256,2
random,2708,1145,1945,297,234361,0.0319,2,2,7347256,2
random,9298,1629,1669,8,286756,0.031,2,0,9245200,2
random,9298,1629,1669,325,573930,0.0621,2,0,9245200,2
random,8241,2239,667,30,190143,0.0876,1,1,2171002,5
random,8241,2239,667,40,84468,0.0389,0,0,2171002,5
random,8241,2239,667,45,83535,0.0385,0,0,2171002,5
random,8241,2239,667,60,67742,0.0312,0,0,2171002,5
random,8241,2239,667,105,129375,0.0596,0,0,2171002,5
random,5472,1766,1831,212,260568,0.0304,0,0,8561495,1
random,11255,1149,27,1,634125,0.9966,0,0,636308,1
random,8249,1747,2911,3,315613,0.0763,2,2,4137279,4
random,8249,1747,2911,33,382165,0.0924,0,0,4137279,4
random,8249,1747,2911,43,152917,0.037,0,0,4137279,4
random,8249,1747,2911,136,150393,0.0364,0,0,4137279,4
random,5538,1895,2051,17,301276,0.0354,0,0,8511074,5
random,5538,1895,2051,64,270823,0.0318,0,0,8511074,5
random,5538,1895,2051,87,393964,0.0463,0,0,8511074,5
random,5538,1895,2051,90,503120,0.0591,0,0,8511074,5
random,5538,1895,2051,210,373881,0.0439,0,0,8511074,5
random,1553,539,1014,16,47674,0.0341,0,0,1399462,8
random,1553,539,1014,19,73307,0.0524,0,0,1399462,8
random,1553,539,1014,26,472254,0.3375,0,0,1399462,8
random,1553,539,1014,29,42906,0.0307,0,0,1399462,8
random,1553,539,1014,38,48153,0.0344,0,0,1399462,8
random,1553,539,1014,46,59763,0.0427,0,0,1399462,8
random,1553,539,1014,56,50934,0.0364,0,0,1399462,8
random,1553,539,1014,77,48022,0.0343,1,1,1399462,8
random,7391,1716,794,17,317000,0.0456,0,0,6951278,5
random,7391,1716,794,36,288664,0.0415,0,0,6951278,5
random,7391,1716,794,60,218578,0.0314,2,2,6951278,5
random,7391,1716,794,67,208658,0.03,0,0,6951278,5
random,7391,1716,794,126,479966,0.069,0,0,6951278,5
random,10556,1462,2276,1,2737561,0.2781,0,0,9843859,3
random,10556,1462,2276,70,537971,0.0547,5,5,9843859,3
random,10556,1462,2276,116,540187,0.0549,0,0,9843859,3
random,5175,1545,2353,33,230708,0.033,0,0,6994086,3
random,5175,1545,2353,139,218008,0.0312,0,0,6994086,3
random,5175,1545,2353,154,426847,0.061,0,0,6994086,3
random,3733,2729,1588,45,113549,0.056,0,0,2029364,3
random,3733,2729,1588,73,86012,0.0424,0,0,2029364,3
random,3733,2729,1588,99,77134,0.038,0,0,2029364,3
random,4733,1616,3153,1,131781,0.272,0,0,484562,5
random,4733,1616,3153,9,43654,0.0901,2,2,484562,5
random,4733,1616,3153,23,106034,0.2188,1,1,484562,5
random,4733,1616,3153,32,20094,0.0415,0,0,484562,5
random,4733,1616,3153,39,18041,0.0372,0,0,484562,5
random,6244,1406,2261,29,247278,0.073,1,1,3388212,2
random,6244,1406,2261,41,109304,0.0323,0,0,3388212,2
random,3460,1306,1953,1,1265199,0.1293,6,6,9787522,2
random,3460,1306,1953,25,5871362,0.5999,6,6,9787522,2
random,1419,2502,1450,2,14513,0.0458,0,0,316962,10
random,1419,2502,1450,3,33098,0.1044,0,0,316962,10
random,1419,2502,1450,4,12204,0.0385,0,0,316962,10
random,1419,2502,1450,8,11095,0.035,0,0,316962,10
random,1419,2502,1450,12,9606,0.0303,0,0,316962,10
random,1419,2502,1450,14,10675,0.0337,0,0,316962,10
random,1419,2502,1450,15,13950,0.044,0,0,316962,10
random,1419,2502,1450,16,12294,0.0388,0,0,316962,10
random,1419,2502,1450,19,12919,0.0408,0,0,316962,10
random,1419,2502,1450,20,89430,0.2821,0,0,316962,10
random,4495,1034,1400,5,114425,0.0319,1,1,3587549,3
random,4495,1034,1400,39,116705,0.0325,0,0,3587549,3
random,4495,1034,1400,91,209509,0.0584,0,0,3587549,3
random,5692,1609,1607,30,325685,0.0392,0,0,8314085,2
random,5692,1609,1607,62,404509,0.0487,0,0,8314085,2
random,5779,2597,1376,1,39410,0.149,0,0,264548,4
random,5779,2597,1376,2,55685,0.2105,0,0,264548,4
random,5779,2597,1376,3,13643,0.0516,0,0,264548,4
random,5779,2597,1376,4,48239,0.1823,0,0,264548,4
random,2561,1135,647,6,144419,0.0594,0,0,2432958,6
random,2561,1135,647,15,116271,0.0478,0,0,2432958,6
random,2561,1135,647,29,83407,0.0343,0,0,2432958,6
random,2561,1135,647,40,82035,0.0337,0,0,2432958,6
random,2561,1135,647,87,87238,0.0359,0,0,2432958,6
random,2561,1135,647,101,76155,0.0313,0,0,2432958,6
random,10684,1842,1049,12,5556225,0.5519,9,9,10067021,2
random,10684,1842,1049,14,478414,0.0475,0,0,10067021,2
random,3347,2807,2370,1,23290,0.149,0,0,156296,4
random,3347,2807,2370,2,34228,0.219,0,0,156296,4
random,3347,2807,2370,3,29916,0.1914,0,0,156296,4
random,3347,2807,2370,4,8519,0.0545,0,0,156296,4
random,3553,2804,1702,6,51880,0.0579,0,0,896119,4
random,3553,2804,1702,12,36535,0.0408,0,0,896119,4
random,3553,2804,1702,15,29756,0.0332,0,0,896119,4
random,3553,2804,1702,111,32204,0.0359,0,0,896119,4
random,7805,1747,2790,57,707153,0.1081,0,0,6542729,2
random,7805,1747,2790,191,197064,0.0301,3,3,6542729,2
random,6269,2576,1439,1,62446,0.0883,0,0,707282,8
random,6269,2576,1439,2,57864,0.0818,0,0,707282,8
random,6269,2576,1439,3,209261,0.2959,0,0,707282,8
random,6269,2576,1439,5,87976,0.1244,0,0,707282,8
random,6269,2576,1439,6,40819,0.0577,0,0,707282,8
random,6269,2576,1439,7,47533,0.0672,0,0,707282,8
random,6269,2576,1439,8,43626,0.0617,0,0,707282,8
random,6269,2576,1439,9,39883,0.0564,0,0,707282,8
random,1089,1903,2237,5,119187,0.0302,0,0,3952981,5
random,1089,1903,2237,7,192821,0.0488,0,0,3952981,5
random,1089,1903,2237,16,131126,0.0332,2,0,3952981,5
random,1089,1903,2237,30,367852,0.0931,8,0,3952981,5
random,1089,1903,2237,40,121661,0.0308,1,0,3952981,5
random,7389,1237,2166,3,73171,0.0378,0,0,1934038,11
random,7389,1237,2166,8,60175,0.0311,0,0,1934038,11
random,7389,1237,2166,9,109357,0.0565,0,0,1934038,11
random,7389,1237,2166,14,74742,0.0386,0,0,1934038,11
random,7389,1237,2166,15,100714,0.0521,0,0,1934038,11
random,7389,1237,2166,30,80574,0.0417,0,0,1934038,11
random,7389,1237,2166,32,94823,0.049,0,0,1934038,11
random,7389,1237,2166,38,98864,0.0511,0,0,1934038,11
random,7389,1237,2166,64,88771,0.0459,0,0,1934038,11
random,7389,1237,2166,65,65044,0.0336,0,0,1934038,11
random,7389,1237,2166,71,130469,0.0675,0,0,1934038,11
random,3684,1800,1464,109,638075,0.0759,3,0,8409620,2
random,3684,1800,1464,124,376887,0.0448,3,0,8409620,2
random,6245,2055,1541,18,262844,0.0315,0,0,8356805,9
random,6245,2055,1541,22,312883,0.0374,0,0,8356805,9
random,6245,2055,1541,26,622670,0.0745,0,0,8356805,9
random,6245,2055,1541,49,259766,0.0311,0,0,8356805,9
random,6245,2055,1541,68,259237,0.031,0,0,8356805,9
random,6245,2055,1541,75,315079,0.0377,0,0,8356805,9
random,6245,2055,1541,83,308201,0.0369,0,0,8356805,9
random,6245,2055,1541,96,341553,0.0409,0,0,8356805,9
random,6245,2055,1541,111,329449,0.0394,0,0,8356805,9
random,6542,1561,1770,34,231695,0.0328,0,0,7060333,6
random,6542,1561,1770,37,233704,0.0331,0,0,7060333,6
random,6542,1561,1770,44,477062,0.0676,0,0,7060333,6
random,6542,1561,1770,58,263047,0.0373,0,0,7060333,6
random,6542,1561,1770,61,319870,0.0453,0,0,7060333,6
random,6542,1561,1770,64,214558,0.0304,0,0,7060333,6
random,392,1900,1976,27,336338,0.4106,3,3,819125,2
random,392,1900,1976,78,25031,0.0306,0,0,819125,2
random,7432,1761,3107,3,694874,0.2079,3,3,3342621,8
random,7432,1761,3107,8,122516,0.0367,0,0,3342621,8
random,7432,1761,3107,27,126016,0.0377,0,0,3342621,8
random,7432,1761,3107,29,130276,0.039,0,0,3342621,8
random,7432,1761,3107,72,197710,0.0591,0,0,3342621,8
random,7432,1761,3107,73,101124,0.0303,2,2,3342621,8
random,7432,1761,3107,92,162351,0.0486,0,0,3342621,8
random,7432,1761,3107,93,258148,0.0772,0,0,3342621,8
random,11487,1037,3025,1,588344,0.6113,0,0,962429,5
random,11487,1037,3025,10,73253,0.0761,0,0,962429,5
random,11487,1037,3025,15,73044,0.0759,0,0,962429,5
random,11487,1037,3025,21,39818,0.0414,0,0,962429,5
random,11487,1037,3025,22,46133,0.0479,0,0,962429,5
random,2131,1532,1917,200,402739,0.0478,0,0,8428325,1
random,5578,1412,684,13,70288,0.0315,0,0,2230817,8
random,5578,1412,684,15,317108,0.1421,0,0,2230817,8
random,5578,1412,684,16,75769,0.034,0,0,2230817,8
random,5578,1412,684,30,118056,0.0529,0,0,2230817,8
random,5578,1412,684,47,100191,0.0449,0,0,2230817,8
random,5578,1412,684,55,108224,0.0485,0,0,2230817,8
random,5578,1412,684,74,83943,0.0376,0,0,2230817,8
random,5578,1412,684,79,125918,0.0564,0,0,2230817,8
random,7314,2237,1254,1,195663,0.0346,2,0,5656924,4
random,7314,2237,1254,21,174639,0.0309,5,1,5656924,4
random,7314,2237,1254,41,1979851,0.35,23,6,5656924,4
random,7314,2237,1254,187,238593,0.0422,1,0,5656924,4
random,11167,498,979,1,3868,0.0368,0,0,105162,9
random,11167,498,979,2,7152,0.068,0,0,105162,9
random,11167,498,979,3,5739,0.0546,0,0,105162,9
random,11167,498,979,4,3425,0.0326,0,0,105162,9
random,11167,498,979,8,4314,0.041,0,0,105162,9
random,11167,498,979,9,4012,0.0382,0,0,105162,9
random,11167,498,979,11,12313,0.1171,0,0,105162,9
random,11167,498,979,12,5296,0.0504,0,0,105162,9
random,11167,498,979,13,12121,0.1153,0,0,105162,9
random,6219,2038,480,2,1888904,0.5112,4,4,3694939,1
random,2244,2100,1394,7,638959,0.0778,1,1,8211128,2
random,2244,2100,1394,24,265792,0.0324,0,0,8211128,2
random,4742,2118,1251,5,2718578,0.3025,17,8,8987158,1
random,876,1239,501,2,2478406,0.7546,1,1,3284217,1
random,5571,2169,2662,24,115071,0.0302,0,0,3813962,3
random,5571,2169,2662,147,152035,0.0399,0,0,3813962,3
random,5571,2169,2662,154,121179,0.0318,0,0,3813962,3
random,2180,2085,98,3,93712,0.0724,0,0,1295150,7
random,2180,2085,98,5,77825,0.0601,0,0,1295150,7
random,2180,2085,98,6,53279,0.0411,0,0,1295150,7
random,2180,2085,98,18,147107,0.1136,0,0,1295150,7
random,2180,2085,98,35,68018,0.0525,0,0,1295150,7
random,2180,2085,98,45,60128,0.0464,0,0,1295150,7
random,2180,2085,98,51,45762,0.0353,0,0,1295150,7
random,9987,1800,895,67,572715,0.0629,3,0,9108894,1
random,10480,1843,1932,6,382807,0.0392,0,0,9764661,4
random,10480,1843,1932,10,1259418,0.129,2,2,9764661,4
random,10480,1843,1932,82,346342,0.0355,0,0,9764661,4
random,10480,1843,1932,200,710338,0.0727,0,0,9764661,4
random,4760,2066,2191,4,269618,0.0381,0,0,7076812,2
random,4760,2066,2191,88,280447,0.0396,0,0,7076812,2
random,9696,2029,1931,28,263364,0.0344,0,0,7653573,1
random,8091,2250,990,1,36527,0.0373,0,0,979797,11
random,8091,2250,990,4,47434,0.0484,0,0,979797,11
random,8091,2250,990,5,46813,0.0478,0,0,979797,11
random,8091,2250,990,7,107634,0.1099,0,0,979797,11
random,8091,2250,990,8,48345,0.0493,0,0,979797,11
random,8091,2250,990,11,55599,0.0567,0,0,979797,11
random,8091,2250,990,18,105841,0.108,0,0,979797,11
random,8091,2250,990,22,39363,0.0402,0,0,979797,11
random,8091,2250,990,25,35375,0.0361,0,0,979797,11
random,8091,2250,990,32,127327,0.13,0,0,979797,11
random,8091,2250,990,40,44906,0.0458,0,0,979797,11
random,10257,1663,2937,1,120426,0.1166,1,1,1033055,7
random,10257,1663,2937,2,223432,0.2163,1,1,1033055,7
random,10257,1663,2937,14,39905,0.0386,0,0,1033055,7
random,10257,1663,2937,16,66851,0.0647,0,0,1033055,7
random,10257,1663,2937,22,100773,0.0975,0,0,1033055,7
random,10257,1663,2937,50,53662,0.0519,0,0,1033055,7
random,10257,1663,2937,65,41563,0.0402,0,0,1033055,7
random,2830,1116,2620,12,183311,0.1038,0,0,1766625,10
random,2830,1116,2620,17,83712,0.0474,0,0,1766625,10
random,2830,1116,2620,19,155925,0.0883,0,0,1766625,10
random,2830,1116,2620,20,75301,0.0426,0,0,1766625,10
random,2830,1116,2620,21,65499,0.0371,0,0,1766625,10
random,2830,1116,2620,30,58289,0.033,0,0,1766625,10
random,2830,1116,2620,33,77415,0.0438,0,0,1766625,10
random,2830,1116,2620,42,65132,0.0369,0,0,1766625,10
random,2830,1116,2620,47,68326,0.0387,0,0,1766625,10
random,2830,1116,2620,54,140274,0.0794,0,0,1766625,10
random,5331,1214,1773,4,379461,0.1468,1,1,2584071,3
random,5331,1214,1773,35,95483,0.037,0,0,2584071,3
random,5331,1214,1773,155,164613,0.0637,1,1,2584071,3
random,8723,2294,1691,3,80334,0.3026,0,0,265483,5
random,8723,2294,1691,4,12000,0.0452,0,0,265483,5
random,8723,2294,1691,5,91475,0.3446,0,0,265483,5
random,8723,2294,1691,6,21206,0.0799,0,0,265483,5
random,8723,2294,1691,10,25828,0.0973,0,0,265483,5
random,999,1057,544,1,2824626,0.7667,9,9,3684060,1
random,9886,1580,40,14,220869,0.0534,0,0,4134359,5
random,9886,1580,40,22,153165,0.037,2,0,4134359,5
random,9886,1580,40,25,357013,0.0864,10,1,4134359,5
random,9886,1580,40,93,293371,0.071,5,2,4134359,5
random,9886,1580,40,143,206054,0.0498,7,2,4134359,5
random,7035,2549,1895,6,85940,0.0379,0,0,2268592,12
random,7035,2549,1895,7,116554,0.0514,0,0,2268592,12
random,7035,2549,1895,11,198797,0.0876,0,0,2268592,12
random,7035,2549,1895,12,80751,0.0356,0,0,2268592,12
random,7035,2549,1895,15,68923,0.0304,0,0,2268592,12
random,7035,2549,1895,16,122719,0.0541,0,0,2268592,12
random,7035,2549,1895,18,82168,0.0362,0,0,2268592,12
random,7035,2549,1895,23,89030,0.0392,0,0,2268592,12
random,7035,2549,1895,24,101144,0.0446,0,0,2268592,12
random,7035,2549,1895,25,109942,0.0485,0,0,2268592,12
random,7035,2549,1895,27,210502,0.0928,0,0,2268592,12
random,7035,2549,1895,32,266061,0.1173,0,0,2268592,12
random,9420,2328,1168,5,1277812,0.4862,7,1,2628376,1
random,7126,1567,1410,85,405483,0.0469,0,0,8651826,2
random,7126,1567,1410,96,273327,0.0316,1,1,8651826,2
random,10048,1600,1823,8,2214379,0.2159,3,0,10255041,4
random,10048,1600,1823,23,510531,0.0498,0,0,10255041,4
random,10048,1600,1823,62,604021,0.0589,3,1,10255041,4
random,10048,1600,1823,93,870245,0.0849,6,0,10255041,4
random,6069,2159,1149,38,199153,0.0378,0,0,5266828,5
random,6069,2159,1149,87,283265,0.0538,0,0,5266828,5
random,6069,2159,1149,123,214527,0.0407,0,0,5266828,5
random,6069,2159,1149,129,202673,0.0385,0,0,5266828,5
random,6069,2159,1149,156,214261,0.0407,0,0,5266828,5
random,7850,1045,1764,26,37235,0.0358,0,0,1039767,6
random,7850,1045,1764,55,41421,0.0398,0,0,1039767,6
random,7850,1045,1764,63,41523,0.0399,0,0,1039767,6
random,7850,1045,1764,65,33457,0.0322,0,0,1039767,6
random,7850,1045,1764,84,31789,0.0306,0,0,1039767,6
random,7850,1045,1764,94,31219,0.03,0,0,1039767,6
random,9972,2553,1689,1,22695,0.0823,0,0,275635,6
random,9972,2553,1689,3,61274,0.2223,0,0,275635,6
random,9972,2553,1689,4,13547,0.0491,0,0,275635,6
random,9972,2553,1689,5,26182,0.095,0,0,275635,6
random,9972,2553,1689,6,18668,0.0677,0,0,275635,6
random,9972,2553,1689,7,8584,0.0311,0,0,275635,6
random,10946,1957,2090,4,34772,0.4239,0,0,82031,5
random,10946,1957,2090,5,18917,0.2306,0,0,82031,5
random,10946,1957,2090,6,2810,0.0343,0,0,82031,5
random,10946,1957,2090,9,4880,0.0595,0,0,82031,5
random,10946,1957,2090,17,3585,0.0437,0,0,82031,5
random,9218,1587,3164,21,28190,0.0332,1,1,849871,7
random,9218,1587,3164,28,36350,0.0428,0,0,849871,7
random,9218,1587,3164,34,52500,0.0618,0,0,849871,7
random,9218,1587,3164,45,28853,0.0339,1,1,849871,7
random,9218,1587,3164,52,50450,0.0594,1,1,849871,7
random,9218,1587,3164,54,156405,0.184,1,1,849871,7
random,9218,1587,3164,58,28587,0.0336,1,1,849871,7
random,5468,2251,2856,79,41380,0.0341,0,0,1213856,1
random,3308,1982,2485,22,964593,0.1101,1,0,8759742,3
random,3308,1982,2485,25,520240,0.0594,2,1,8759742,3
random,3308,1982,2485,245,311424,0.0356,7,2,8759742,3
random,2588,2652,1981,1,40013,0.0356,0,0,1123122,6
random,2588,2652,1981,9,46373,0.0413,0,0,1123122,6
random,2588,2652,1981,18,45382,0.0404,0,0,1123122,6
random,2588,2652,1981,25,39409,0.0351,0,0,1123122,6
random,2588,2652,1981,60,101349,0.0902,0,0,1123122,6
random,2588,2652,1981,70,84788,0.0755,0,0,1123122,6
random,856,1423,2004,14,547463,0.2464,1,1,2221746,4
random,856,1423,2004,37,745613,0.3356,5,1,2221746,4
random,856,1423,2004,75,195769,0.0881,1,1,2221746,4
random,856,1423,2004,134,130005,0.0585,0,0,2221746,4
random,3233,1637,613,4,326967,0.04,5,0,8172990,3
random,3233,1637,613,55,264697,0.0324,3,1,8172990,3
random,3233,1637,613,84,571909,0.07,2,1,8172990,3
random,2621,1119,1852,73,282322,0.0417,0,0,6763665,1
random,9578,2136,1983,137,280830,0.0402,2,2,6977944,2
random,9578,2136,1983,228,306390,0.0439,0,0,6977944,2
random,9616,2463,1466,14,71018,0.0491,0,0,1446357,5
random,9616,2463,1466,19,67564,0.0467,0,0,1446357,5
random,9616,2463,1466,36,65185,0.0451,0,0,1446357,5
random,9616,2463,1466,59,75635,0.0523,0,0,1446357,5
random,9616,2463,1466,84,84897,0.0587,0,0,1446357,5
random,11063,289,1924,7,1994954,0.8294,1,1,2405199,1
random,3038,1534,1241,34,1604956,0.1687,8,2,9514266,4
random,3038,1534,1241,65,394525,0.0415,1,0,9514266,4
random,3038,1534,1241,368,376967,0.0396,1,0,9514266,4
random,3038,1534,1241,690,387917,0.0408,0,0,9514266,4
random,11495,1434,3203,19,306273,0.0797,0,0,3841024,2
random,11495,1434,3203,24,3180812,0.8281,0,0,3841024,2
random,10631,2307,1514,5,2662760,0.7035,5,5,3785192,1
random,3257,1251,1567,2,7055678,0.6705,11,11,10523747,1
random,9782,1903,2858,9,294519,0.1292,0,0,2278974,3
random,9782,1903,2858,21,86658,0.038,0,0,2278974,3
random,9782,1903,2858,107,77212,0.0339,1,1,2278974,3
random,1194,1067,891,2,2806625,0.2926,4,4,9592218,2
random,1194,1067,891,24,632213,0.0659,4,3,9592218,2
random,2833,2333,3045,1,42539,0.6207,0,0,68537,2
random,2833,2333,3045,2,2414,0.0352,0,0,68537,2
random,5447,1453,2606,1,137000,0.041,0,0,3342076,2
random,5447,1453,2606,29,102645,0.0307,0,0,3342076,2
random,2607,2145,2777,1,84935,0.0303,0,0,2798924,7
random,2607,2145,2777,8,91084,0.0325,0,0,2798924,7
random,2607,2145,2777,18,135318,0.0483,1,1,2798924,7
random,2607,2145,2777,23,107222,0.0383,0,0,2798924,7
random,2607,2145,2777,46,183643,0.0656,0,0,2798924,7
random,2607,2145,2777,80,84058,0.03,0,0,2798924,7
random,2607,2145,2777,99,108177,0.0386,0,0,2798924,7
random,1087,1633,563,2,866193,0.0984,9,0,8806436,3
random,1087,1633,563,42,443936,0.0504,0,0,8806436,3
random,1087,1633,563,86,270372,0.0307,1,0,8806436,3
random,6851,2581,618,2,26852,0.0431,0,0,622451,6
random,6851,2581,618,3,25072,0.0403,0,0,622451,6
random,6851,2581,618,20,24064,0.0387,0,0,622451,6
random,6851,2581,618,23,228223,0.3667,0,0,622451,6
random,6851,2581,618,28,52212,0.0839,0,0,622451,6
random,6851,2581,618,32,56349,0.0905,0,0,622451,6
random,8288,1763,2789,30,748730,0.1559,4,4,4804128,3
random,8288,1763,2789,150,146763,0.0305,0,0,4804128,3
random,8288,1763,2789,376,151793,0.0316,0,0,4804128,3
random,8693,1607,1750,28,392263,0.0408,0,0,9606811,4
random,8693,1607,1750,74,984666,0.1025,0,0,9606811,4
random,8693,1607,1750,123,761391,0.0793,0,0,9606811,4
random,8693,1607,1750,658,1359831,0.1415,1,1,9606811,4
random,7833,1872,2143,33,308545,0.0348,0,0,8869306,5
random,7833,1872,2143,36,507293,0.0572,1,1,8869306,5
random,7833,1872,2143,82,315575,0.0356,0,0,8869306,5
random,7833,1872,2143,91,353116,0.0398,0,0,8869306,5
random,7833,1872,2143,168,757825,0.0854,6,6,8869306,5
random,2618,1264,1121,56,207227,0.0315,0,0,6572859,1
random,831,1150,688,1,412798,0.481,1,1,858156,3
random,831,1150,688,13,55329,0.0645,0,0,858156,3
random,831,1150,688,54,28098,0.0327,0,0,858156,3
random,10880,1308,2745,9,18144,0.0315,0,0,576242,6
random,10880,1308,2745,27,17681,0.0307,0,0,576242,6
random,10880,1308,2745,36,22671,0.0393,0,0,576242,6
random,10880,1308,2745,37,183056,0.3177,0,0,576242,6
random,10880,1308,2745,47,18121,0.0314,0,0,576242,6
random,10880,1308,2745,49,17328,0.0301,0,0,576242,6
random,4229,808,2132,1,2031,0.0716,0,0,28353,3
random,4229,808,2132,2,8510,0.3001,0,0,28353,3
random,4229,808,2132,3,2662,0.0939,0,0,28353,3
random,2817,800,2208,1,4589,0.0689,1,1,66627,6
random,2817,800,2208,2,4116,0.0618,0,0,66627,6
random,2817,800,2208,3,24464,0.3672,0,0,66627,6
random,2817,800,2208,4,2449,0.0368,0,0,66627,6
random,2817,800,2208,6,4348,0.0653,0,0,66627,6
random,2817,800,2208,7,11908,0.1787,0,0,66627,6
random,308,2146,775,2,25597,0.0682,0,0,375546,6
random,308,2146,775,4,151833,0.4043,0,0,375546,6
random,308,2146,775,11,11817,0.0315,0,0,375546,6
random,308,2146,775,12,18787,0.05,0,0,375546,6
random,308,2146,775,16,11683,0.0311,0,0,375546,6
random,308,2146,775,23,20567,0.0548,0,0,375546,6
random,298,1746,2100,1,1775575,0.9131,4,4,1944573,1
random,6854,2478,793,3,188335,0.0821,0,0,2295301,7
random,6854,2478,793,14,113924,0.0496,0,0,2295301,7
random,6854,2478,793,32,70259,0.0306,0,0,2295301,7
random,6854,2478,793,40,69675,0.0304,0,0,2295301,7
random,6854,2478,793,56,73087,0.0318,0,0,2295301,7
random,6854,2478,793,74,136634,0.0595,0,0,2295301,7
random,6854,2478,793,80,106279,0.0463,0,0,2295301,7
random,4196,1207,2550,7,73876,0.0313,1,1,2363146,3
random,4196,1207,2550,27,102258,0.0433,0,0,2363146,3
random,4196,1207,2550,61,291789,0.1235,0,0,2363146,3
random,10423,2421,1215,6,272046,0.0929,0,0,2926808,4
random,10423,2421,1215,9,313894,0.1072,3,3,2926808,4
random,10423,2421,1215,23,87835,0.03,0,0,2926808,4
random,10423,2421,1215,104,359220,0.1227,0,0,2926808,4
random,1298,2081,1584,198,294140,0.0372,1,1,7899988,1
random,3334,924,967,7,30654,0.03,0,0,1021629,8
random,3334,924,967,25,39631,0.0388,0,0,1021629,8
random,3334,924,967,40,65365,0.064,0,0,1021629,8
random,3334,924,967,66,31398,0.0307,0,0,1021629,8
random,3334,924,967,93,63446,0.0621,0,0,1021629,8
random,3334,924,967,94,31296,0.0306,0,0,1021629,8
random,3334,924,967,97,53586,0.0525,0,0,1021629,8
random,3334,924,967,106,40357,0.0395,1,1,1021629,8
random,2489,1753,1523,33,364459,0.043,9,1,8479634,1
random,1404,2062,541,4,142557,0.0339,0,0,4210201,9
random,1404,2062,541,11,174973,0.0416,0,0,4210201,9
random,1404,2062,541,21,228964,0.0544,2,2,4210201,9
random,1404,2062,541,29,469848,0.1116,0,0,4210201,9
random,1404,2062,541,43,154937,0.0368,0,0,4210201,9
random,1404,2062,541,48,380038,0.0903,0,0,4210201,9
random,1404,2062,541,49,148497,0.0353,0,0,4210201,9
random,1404,2062,541,62,307961,0.0731,0,0,4210201,9
random,1404,2062,541,87,219283,0.0521,0,0,4210201,9
random,4195,1484,2113,43,445012,0.0529,0,0,8407027,3
random,4195,1484,2113,193,350152,0.0416,0,0,8407027,3
random,4195,1484,2113,198,254102,0.0302,0,0,8407027,3
random,1393,562,1899,3,697580,0.4265,2,2,1635484,2
random,1393,562,1899,89,79577,0.0487,1,1,1635484,2
random,10876,893,600,1,3821438,0.9276,1,1,4119556,1
random,11323,971,1730,1,19791,0.0362,0,0,546713,8
random,11323,971,1730,2,65927,0.1206,0,0,546713,8
random,11323,971,1730,3,52058,0.0952,0,0,546713,8
random,11323,971,1730,4,67963,0.1243,0,0,546713,8
random,11323,971,1730,5,56970,0.1042,0,0,546713,8
random,11323,971,1730,7,31402,0.0574,0,0,546713,8
random,11323,971,1730,8,32247,0.059,0,0,546713,8
random,11323,971,1730,9,94747,0.1733,0,0,546713,8
random,670,1636,1294,7,42553,0.0319,0,0,1334013,10
random,670,1636,1294,9,43753,0.0328,0,0,1334013,10
random,670,1636,1294,12,113528,0.0851,0,0,1334013,10
random,670,1636,1294,14,67828,0.0508,0,0,1334013,10
random,670,1636,1294,21,141319,0.1059,0,0,1334013,10
random,670,1636,1294,26,47798,0.0358,0,0,1334013,10
random,670,1636,1294,31,133618,0.1002,0,0,1334013,10
random,670,1636,1294,35,42806,0.0321,0,0,1334013,10
random,670,1636,1294,54,46558,0.0349,0,0,1334013,10
random,670,1636,1294,61,47083,0.0353,0,0,1334013,10
